Fecha de Contrato,Nº Expediente,Destino,Título:,Fecha de inicio,Fecha fin actual,Importe bruto licitación:,Importe bruto adjudicación:,Forma adjudicación:,Número de licitadores:,NIF,Razón social:,Fecha aprobación,duration_days,Importe bruto adjudicación per day,% bruto respect licitacion
2021-11-22,ALC-71/2021,APTO.ALICANTE-ELCHE,ADQUISICIÓN DE EQUIPOS PARA TRASLADO DE AERONAVES INUTILIZADAS,2021-12-22,2022-02-22,145200.0,105076.4,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,DE14931963,KUNZ GMBH,,62.0,1694.7806451612903,0.7236666666666667
2021-11-22,OVD-39/2021,APTO.ASTURIAS,RENOVACIÓN EQUIPOS DE CONTROL PASILLOS ANTIRETORNO,2021-11-22,2022-01-22,39930.0,39748.5,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B061782801,EFS MANT SERV TECNICOS SL,,61.0,651.6147540983607,0.9954545454545455
2021-11-22,SVQ-74/2021,APTO.SEVILLA,SERVICIO TRANSPORTE DE PERSONAL EN EL AEROPUERTO DE SEVILLA,2021-12-22,2022-12-22,12100.0,12100.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,F041090119,TELETAXI SEVILLA S.C.A.,,365.0,33.15068493150685,1.0
2021-11-20,ECA-497/2021,DIR PLAN FINAN CTROL GEST,SERVICIO DE ASESORAMIENTO EN LA ELABORACIÓN DE LA INFORMACIÓN ECONÓMICO-FINANCIERA,2021-11-20,2022-03-20,72587.9,68849.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B079104469,DELOITTE SL,,120.0,573.7416666666667,0.9484914152358728
2021-11-20,HSK-424/2021,APTO.HUESCA-PIRINEOS,SERVICIO DE LIMPIEZA EN EL AEROPUERTO DE HUESCA PIRINEOS,2021-12-01,2022-10-01,21619.05,21619.05,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B022403422,LRV SERV EXTERNOS SLU,0.0,304.0,71.11529605263158,1.0
2021-11-19,MAD-520/2021,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE CONDUCCIÓN DE PASARELAS EN EL AEROPUERTO ADOLFO SUÁREZ MADRID BARAJAS,2021-11-29,2022-09-12,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,U067768572,UTE EFS ADELTE COND.MAD,,287.0,18944.717038327526,0.9999997774563258
2021-11-19,LPA-43/2021,APTO.GRAN CANARIA,NUEVO HIPÓDROMO PARA EQUIPAJE INSPECCIONADO EN EL NIVEL 3 EN PATIO DE CARRITOS 3,2022-01-12,2022-09-12,321000.0,266154.26,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B045717451,SERTEC INGENIE Y OBRAS SL,,243.0,1095.2850205761317,0.8291409968847352
2021-11-19,MAD-164/2021,APTO.A.SUAREZ MAD-BARAJAS,EVALUACIÓN FOTOMÉTRICA DEL BALIZAMIENTO DEL AEROPUERTO ADOLFO SUÁREZ MADRID BARAJAS,2021-11-24,2021-12-24,49852.0,25355.21,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,B045717451,SERTEC INGENIE Y OBRAS SL,,30.0,845.1736666666667,0.5086096846666132
2021-11-18,XRY-57/2021,APTO.JEREZ,LEGALIZACIÓN INSTALACIÓNES B.T. EN NAV. AÉREA. AEROPUERTO DE JEREZ,2021-12-19,2022-11-02,363000.0,319440.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B091143529,INST ELECT CRIMASA SL,0.0,318.0,1004.5283018867924,0.88
2021-11-18,XRY-62/2021,APTO.JEREZ,SUMINISTRO E INSTALACIÓN DE EQUIPO DE COMPENSACIÓN CAPACITIVA,2021-12-18,2022-08-04,128223.69,84831.71,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,A048027056,ELECNOR SA,0.0,229.0,370.44414847161573,0.6615915514519977
2021-11-18,LEI-19/2021,APTO.ALMERÍA,SUMINISTRO E INSTALACIÓN DE EQUIPO PRODUCCIÓN FRIGORÍFICA EN EDIFICIO BLOQUE TÉCNICO,2021-12-18,2022-03-18,78650.0,61972.17,PROCEDIMIENTO ABIERTO SIMPLIFICADO,6.0,A058168253,ING INICIATIVAS INDUSTRIA,,90.0,688.5796666666666,0.7879487603305785
2021-11-18,AGP-171/2021,APTO.MÁLAGA COSTA SOL,SUMINISTRO ABIERTO DE MATERIAL INFORMÁTICO VARIO PARA EL AEROPUERTO DE MÁLAGA-COSTA DEL SOL,2021-11-18,2023-11-18,42350.0,42350.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,B029361896,VASCO INFORMATICA S.L.,,730.0,58.013698630136986,1.0
2021-11-18,AGP-174/2021,APTO.MÁLAGA COSTA SOL,ADQUISICIÓN DE EQUIPAMIENTO DEPORTIVO PARA SEI  DEL AEROPUERTO DE MÁLAGA-COSTA DEL SOL,2021-11-18,2022-04-13,19360.0,11429.06,PROCEDIMIENTO ABIERTO SIMPLIFICADO,5.0,B001029032,EXERCYCLE SL,0.0,146.0,78.28123287671232,0.5903440082644628
2021-11-17,DEA-500/2020,DIR.OPERACION Y RED APTOS,PRESTACIÓN DEL SERVICIO COMPLEMENTARIO DE VERIFICACIÓN EN VUELO,2021-12-17,2025-04-01,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,DE11488406,AERODATA AG,0.0,1201.0,1992.476069941715,1.0
2021-11-17,DTC-320/2021,APTO.A.SUAREZ MAD-BARAJAS,AMPLIACIÓN DE RED DE VIDEO PARA SERVICIOS DE CCTV EN EL AEROPUERTO ADOLFO SUAREZ MADRID-BARAJAS,2021-11-17,2022-05-17,,768350.0,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,4.0,A080183916,COMFICA SOLUC INTEGRAL SA,,181.0,4245.027624309392,0.7640715355921596
2021-11-17,SCQ-52/2021,APTO.SANTIAGO,SERVICIO DE MANTENIMIENTO DE EQUIPOS COMPRESORES,2021-12-17,2024-12-17,30782.4,24081.42,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,B087933172,ALVENTIA TECNOL CONSUL SL,,1096.0,21.972098540145982,0.7823113207547169
2021-11-17,AGP-157/2021,APTO.MÁLAGA COSTA SOL,SERVICIO DE SEGUIMIENTO DE SEGURIDAD DE TUNELES EN FASE DE EXPLOTACION AEROPUERTO DE MALAGA-COSTA DEL SOL,2021-12-01,2022-12-01,12402.5,10145.25,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B083665513,INCOPE CONSULTORES SL,,365.0,27.795205479452054,0.8180004031445273
2021-11-16,DTC-58/2021,VARIOS AEROPUERTOS,SUMINISTRO Y ACTUALIZACIÓN DE  UNA SOLUCIÓN DE BIOMETRÍA FACIAL,2021-12-16,2026-01-20,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,7.0,A054659313,FACEPHI BIOMETRÍA S.A.,0.0,1496.0,1202.380995989305,0.495765672552793
2021-11-16,BCN-252/2021,APTO.J.TARRAD BARCELONA P,MANTENIMIENTO DEL SISTEMA XOVIS DEL AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,2021-12-01,2022-12-01,352654.5,299414.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,4.0,B083680132,ELECNOR SEGURIDAD SL,,365.0,820.313698630137,0.8490307085263339
2021-11-16,ALC-59/2021,APTO.ALICANTE-ELCHE,ACTUACIONES DE MEJORA EN LOS SISTEMAS DE PROTECCIÓN CONTRA INCENDIOS EN VARIOS EMPLAZAMIENTOS,2021-12-16,2022-10-02,223814.09,209624.27,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,A028368132,COFELY ESPAÑA SA,0.0,290.0,722.8423103448275,0.9365999700912485
2021-11-16,MAD-138/2021,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE MANTENIMIENTO Y ACTUALIZACION DEL DESARROLLO GIS DE PATRIMONIO DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2021-12-01,2022-12-01,133249.96,133249.96,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A084842079,AIRIA INGEN Y SERV SA,,365.0,365.0683835616438,1.0
2021-11-16,IBZ-62/2021,APTO.IBIZA,SERVICIO DE COMUNICACIÓN DE PROCEDIMIENTOS OPERATIVOS,2021-11-16,2023-04-01,13915.0,9042.33,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B081361073,VOID SISTEMAS SL,0.0,501.0,18.0485628742515,0.6498260869565218
2021-11-15,BCN-416/2021,APTO.J.TARRAD BARCELONA P,SERVICIO DE ASISTENCIA  SANITARIA EN LA TERMINAL T1 DEL AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,2021-12-15,2022-12-15,586406.12,498445.21,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B064563109,INS EVALUACION MEDICA SLU,,365.0,1365.6033150684932,0.8500000136424225
2021-11-15,ALC-60/2021,APTO.ALICANTE-ELCHE,ESCLUSAS ANTIRRETORNO PMR Y EXTENSIÓN DEL COLECTOR FLEXIBLE,2021-12-15,2022-08-31,176833.72,176833.72,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,A028368132,COFELY ESPAÑA SA,0.0,259.0,682.7556756756757,1.0
2021-11-15,BJZ-264/2021,APTO.BADAJOZ,NUEVAS ZAPATAS DE CIMENTACIÓN EN TORRES MEGA A-4 Y A-5,2021-11-15,2022-04-15,105955.08,98803.11,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B090286667,GOHEGAL CONS.GLOBAL S.L,,151.0,654.3252317880795,0.9324999801802801
2021-11-15,IBZ-52/2021,APTO.IBIZA,MEJORA INSTALACIONES ZONA AIRTRACTOR,2021-12-09,2022-07-15,111320.0,93546.06,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B045717451,SERTEC INGENIE Y OBRAS SL,0.0,218.0,429.11036697247704,0.8403347107438016
2021-11-15,MAD-149/2021,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE DIGITALIZACIÓN DE CONTENIDOS DE CURSOS LOCALES EN EL AEROPUERTO ADOLFO SUÁREZ MADRID/BARAJAS,2022-01-01,2023-01-01,72600.0,60000.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B096724521,PENTEC SL,,365.0,164.3835616438356,0.8264462809917356
2021-11-12,TFN-60/2021,APTO.TENERIFE NORTE,SERVICIO DE MANTENIMIENTO INTEGRAL DE INSTALACIONES,2021-11-24,2022-11-24,227910.0,227910.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B002272490,EIFFAGE ENERGIA SLU,,365.0,624.4109589041096,1.0
2021-11-12,VLC-176/2021,APTO.VALENCIA,ADECUACIÓN PARTE MURO PERIMETRAL A NORMATIVA Y REQUERIMIENTOS,2021-12-10,2022-07-22,179926.43,172549.45,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B097016125,LEVANTINA ING Y CONST SL,0.0,224.0,770.3100446428572,0.9590000201749127
2021-11-12,REU-114/2021,APTO.REUS,SUMINISTRO RETIMBRADO DE SIST. EXTINCIÓN INCENDIOS CO2,2021-12-12,2022-03-14,36542.0,35628.45,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A081940371,ASFALTOS Y CONST ELSAN SA,0.0,92.0,387.2657608695652,0.9749999999999999
2021-11-11,MAD-145/2021,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO TÉCNICO PARA LA VIGILANCIA Y CONTROL DE OBSTÁCULOS EN LAS SUPERFICIES LIMITADORAS DE OBSTÁCULOS DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2021-12-01,2023-01-18,137613.3,137613.3,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B081189417,CONSULTOP SL,0.0,413.0,333.20411622276026,1.0
2021-11-10,DTC-394/2021,VARIOS AEROPUERTOS,ADQUISICIÓN DE EQUIPAMIENTO MICROINFORMÁTICO PARA TELETRABAJO,2021-11-17,2022-06-10,,,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,3.0,A078053147,TELEFONICA SOLUCIONES SA,0.0,205.0,4486.337609756098,0.7097175925012766
2021-11-10,PMI-114/2021,APTO.PALMA DE MALLORCA,ADECUACIÓN DEL SEI SUR,2021-12-10,2022-07-23,623918.29,620309.07,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B045717451,SERTEC INGENIE Y OBRAS SL,0.0,225.0,2756.9291999999996,0.9942152361008681
2021-11-10,SVQ-53/2021,APTO.SEVILLA,NUEVOS PUESTOS DE ESTACIONAMIENTO RECONFIGURACIÓN PLATAFORMA DE ESTACIONAMIENTO AEROPUERTO DE SEVILLA,2021-12-10,2022-12-10,725999.65,457259.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,,A046146387,COBRA INSTALAC Y SERV SA,,365.0,1252.7643835616439,0.629833636972139
2021-11-10,AGP-125/2021,APTO.MÁLAGA COSTA SOL,CAMBIO DE MOSTRADORES DE EMBARQUE  MUELLES B Y C DE LA T2 EN EL AEROPUERTO DE MALAGA-COSTA DEL SOL.,2021-12-10,2022-06-09,415030.0,310970.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,6.0,A078635083,DYPSA,0.0,181.0,1718.0662983425414,0.749271137026239
2021-11-10,SGC-296/2021,SECRETARIA GENERAL CORPOR,SERVICIO DE GESTIÓN Y SOPORTE A LA ORGANIZACIÓN DE LA JUNTA GENERAL DE ACCIONISTAS,2021-12-10,2023-12-10,99220.0,86031.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B065060493,HEADER ACTIVE SERVICES SL,,730.0,117.85068493150685,0.8670731707317073
2021-11-10,TFN-67/2021,APTO.TENERIFE NORTE,RENOVACIÓN DE PUESTO DE INFORMACIÓN EL AEROPUERTO DE TENERIFE NORTE-CIUDAD DE LA LAGUNA,2021-11-11,2022-02-11,21322.8,18863.67,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,A080241789,"SERVEO SERVICIOS, SAU",,92.0,205.0398913043478,0.8846713377230007
2021-11-10,SLM-412/2021,APTO.SALAMANCA,MANTENIMIENTO DEL COMPRESOR Y DE LOS EQUIPOS DE RESPIRACION AUTONOMOS DEL SSEI EN EL AEROPUERTO DE SALAMANCA,2021-11-18,2024-11-18,4610.1,4598.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B033388091,ASCONSA SOL DE SEGURID SL,,1096.0,4.195255474452555,0.9973753280839894
2021-11-09,BCN-290/2021,APTO.J.TARRAD BARCELONA P,SUMINISTRO DE MOBILIARIO PARA TERMINALES,2021-12-09,2022-12-09,302500.0,302500.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A058890682,DOUBLET IBERICA SA,,365.0,828.7671232876712,1.0
2021-11-09,PMI-116/2021,APTO.PALMA DE MALLORCA,NUEVA ACOMETIDA ELÉCTRICA DÁRSENA 7 DEL AEROPUERTO DE PALMA DE MALLORCA,2021-12-09,2022-03-15,161791.77,135109.23,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A007088206,SAMPOL INGENIER Y OBRA SA,0.0,96.0,1407.3878125,0.8350809809423558
2021-11-09,PMI-119/2021,APTO.PALMA DE MALLORCA,EQUIPAMIENTO PARA PERSONAL CENTRAL ELÉCTRICA DEL AEROPUERTO DE PALMA DE MALLORCA,2021-12-09,2022-06-15,97971.66,86215.05,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B058073396,SUEPRAT,0.0,188.0,458.59069148936175,0.87999988976404
2021-11-09,TFN-64/2021,APTO.TENERIFE NORTE,SUMINISTRO DE CONSUMIBLES DIVERSOS. AEROPUERTO DE TENERIFE NORTE ¿CIUDAD DE LA LAGUNA,2021-11-10,2022-11-10,25894.0,25894.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B076580059,ALAYMAR SERV AND SUP SLU,,365.0,70.94246575342466,1.0
2021-11-09,IBZ-60/2021,APTO.IBIZA,"SUMINISTRO DE TARJETAS CON BANDA MAGNETICA Y PROXIMDAD, PCP Y GRIPPER SUJECCION",2021-11-09,2022-02-09,1766.6,1766.6,PROCEDIMIENTO ABIERTO SIMPLIFICADO,6.0,B092296789,CAPTURA DE DATOS CYS SL,,92.0,19.202173913043477,1.0
2021-11-09,EAS-77/2021,APTO.SAN SEBASTIÁN,SUMINISTRO DE MATERIAL DE FERRETERIA-APTO SAN SEBASTIAN,2021-11-09,2022-11-09,2241.31,1546.92,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B075233858,SIFRA FERRETERIA SL,,365.0,4.23813698630137,0.6901856503562649
2021-11-08,SCQ-35/2021,APTO.SANTIAGO,CAMBIO DE EQUIPAMIENTO EN ASEOS,2021-11-16,2022-09-01,243210.0,243144.99,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A079486833,ELECNOR SERV PROYECTOS SA,0.0,289.0,841.3321453287197,0.9997327001356852
2021-11-08,ABC-226/2021,APTO.ALBACETE,"HUMEDADES, GOTERAS Y DETERIORO DE LA ESTRUCTURA DE MADERA.-AEROPUERTO DE ALBACETE",2021-12-08,2022-02-08,138146.4,121157.3,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,B063059646,TRACTAMENTS VILAROI S.L,,62.0,1954.15,0.8770210443413654
2021-11-08,BIO-125/2021,APTO.BILBAO,ASISTENCIA TECNICA DE MANTENIMIENTO DOCUMENTACIÓN GRÁFICA,2021-12-01,2022-12-01,60500.0,60500.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B083997072,GESNAER CONSULTING SLNE,,365.0,165.75342465753425,1.0
2021-11-08,LCG-42/2021,APTO.A CORUÑA,RESTYLING HALL PLANTA -1 P1,2021-11-15,2021-12-27,24684.0,22765.13,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B006909501,MERAKI CR SL,,42.0,542.0269047619048,0.9222625992545779
2021-11-05,PMI-66/2021,APTO.PALMA DE MALLORCA,RENOVACIÓN EQUIPAMIENTO DE CLIMATIZACIÓN,2021-12-03,2022-12-03,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,6.0,A081638108,ACCIONA CONSTRUCCION SA,,365.0,5371.837232876713,0.8102961494496558
2021-11-05,DIN-289/2021,VARIOS AEROPUERTOS,SERVICIO DE EVALUACIONES FOTOMETRICAS EN LA RED DE AENA SME S.A.,2021-12-01,2025-12-01,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A028407468,SISTEM SA,,1461.0,1032.309603011636,0.6239999996359114
2021-11-05,DIN-158/2021,APTO.JEREZ,NUEVAS BATERÍAS PARA EL SISTEMA DE BALIZAMIENTO AEROPORTUARIO. AEROPUERTO DE JEREZ,2021-12-01,2022-09-01,326515.64,313848.92,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A090050980,INSAE INFRAESTRUCTURAS SA,0.0,274.0,1145.43401459854,0.9612063912160531
2021-11-05,LEI-17/2021,APTO.ALMERÍA,MEJORA DE RED DE DRENAJE EN FACHADA DE EDIFICIO TERMINAL Y DE INSTALACIONES DEL PARKING EN EL AEROPUERTO DE ALMERÍA,2021-12-05,2022-03-05,188737.83,172241.84,PROCEDIMIENTO ABIERTO SIMPLIFICADO,5.0,B004025003,EXCAVACIO LOS MELLIZOS SL,0.0,90.0,1913.7982222222222,0.9125983911121581
2021-11-04,PMI-99/2021,APTO.PALMA DE MALLORCA,SERVICIO DE MANTENIMIENTO Y ACTUALIZACIÓN DE SEÑALIZACIÓN EN EL AEROPUERTO DE PALMA DE MALLORCA,2021-11-09,2022-11-09,241802.54,241802.54,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,U067685362,UTE OB Y PV MAN-SERIBAS S,,365.0,662.4727123287671,1.0
2021-11-04,DEA-353/2021,DIR.OPERACION Y RED APTOS,MANTENIMIENTO DE CASCOS DE INTERVENCIÓN,2021-12-09,2022-06-09,64130.0,64130.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B033388091,ASCONSA SOL DE SEGURID SL,,182.0,352.3626373626374,1.0
2021-11-04,LPA-44/2021,APTO.GRAN CANARIA,ADAPTACIÓN Y ADECUACIÓN A NORMATIVA DE INSTALACIÓN DE COMBUSTIBLE DEL SISTEMA DE EMERGENCIA DEL EDIFICIO TERMINAL,2021-12-01,2022-04-01,19046.0,18949.61,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B035622992,"VECAMAR, S.L.L.",,121.0,156.60834710743802,0.99493909482306
2021-11-03,PMI-102/2021,APTO.PALMA DE MALLORCA,CREACIÓN DE ESPACIOS DE CONFORT PARA PASAJEROS EN MÓDULOS B Y C DEL AEROPUERTO DE PALMA DE MALLORCA,2021-11-03,2022-02-03,181647.26,166483.9,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A078180551,CTO SA,,92.0,1809.607608695652,0.9165230458196836
2021-11-03,SCQ-48/2021,APTO.SANTIAGO,RETROFIT PASILLOS ANTIRRETORNO DORMAKA,2021-11-18,2021-12-18,21175.0,20774.34,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,A028857001,DORMAKABA ESPAÑA SAU,,30.0,692.478,0.9810786304604486
2021-11-03,REU-111/2021,APTO.REUS,AT PARA REDACCIÓN DEL PAU EN EL AEROPUERTO DE REUS,2021-11-08,2023-03-08,21780.0,16867.4,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B083997072,GESNAER CONSULTING SLNE,,485.0,34.77814432989691,0.7744444444444445
2021-11-03,EAS-87/2021,APTO.SAN SEBASTIÁN,SERVICIO DE MANTENIMIENTO DE LA CLIMATIZACION-APTO SAN SEBASTIAN,2021-11-04,2022-08-04,7744.0,4728.68,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B095542858,TECMAN SERVICIOS DE VALOR,0.0,273.0,17.32117216117216,0.6106250000000001
2021-11-02,SB-7/2021,APTO.SON BONET,RENOVACIÓN DE ASEOS PÚBLICOS EN EL AEROPUERTO DE SON BONET,2021-12-02,2022-06-24,362998.79,273793.04,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,A079486833,ELECNOR SERV PROYECTOS SA,0.0,204.0,1342.122745098039,0.7542533130757819
2021-11-02,VLC-171/2021,APTO.VALENCIA,INTEGRACIÓN DEL P6 EN EL SISTEMA DE PARKING DEL AEROPUERTO,2021-11-08,2022-05-08,157300.0,143143.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,B085681518,INDATECH NETW INF DATOS,0.0,181.0,790.8453038674033,0.91
2021-11-02,LEI-16/2021,APTO.ALMERÍA,"SERVICIO DE MANTENIMIENTO, LIMPIEZA Y CONSERVACIÓN DE JARDINERIA, ZONAS VERDES Y RED DE RIEGO AEROPUERTO DE ALMERIA",2021-12-01,2023-12-01,72600.0,62380.41,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,2.0,B004626263,JARQUIL VERDE SL,,730.0,85.45261643835617,0.8592342975206612
2021-11-02,SDR-73/2021,APTO.S.BALLESTE-SANTANDER,SUMINISTRO CON INSTALACIÓN DE NEUMÁTICOS PARA LOS VEHÍCULOS AUTOEXTINTORES DEL SSEI,2021-11-02,2022-11-02,21780.0,21780.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,A041014523,EUROMASTER AUTOMOC.Y SERV,,365.0,59.67123287671233,1.0
2021-11-01,XRY-55/2021,APTO.JEREZ,MANTENIMIENTO FLOTA DE VEHÍCULOS AEROPUERTO DE JEREZ,2021-11-01,2022-11-01,24200.0,24200.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,A084039338,SERPISTA SA,,365.0,66.3013698630137,1.0
2021-10-31,DCG-458/2021,DIRECCIÓN DE CONTRATACIÓN,"SUMINISTRO E INSTALACIÓN DE MAMPARAS EN LOS EDIFICIOS DE LOS SERVICIOS CENTRALES DE AENA S.M.E., S.A.",2021-10-31,2022-10-31,71084.87,71084.87,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B070087788,OFIMOR EQUIPAMIENTOS SL,,365.0,194.75306849315066,1.0
2021-10-31,LEN-383/2021,APTO.LEÓN,MEJORAS SANITARIAS EN ASEOS DEL TERMINAL DEL AEROPUERTO,2021-11-11,2022-02-11,58099.2,51643.09,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,B006909501,MERAKI CR SL,0.0,92.0,561.3379347826086,0.8888778158735404
2021-10-31,RJL-411/2021,APTO.LOGROÑO-AGONCILLO,SERVICIO CONTROL DE VEGETACION AEROPUERTO DE LOGROÑO-AGONCILLO,2021-10-31,2022-10-31,5445.0,5324.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B026544999,EXCAVACIONES MURILLO SL,,365.0,14.586301369863014,0.9777777777777777
2021-10-29,DIE-461/2021,DIR INNOV SOST Y EXP CLIE,ENCARGO A ISDEFE PARA EL SEGUIMIENTO Y CONTROL A LA IMPLANTACIÓN DE LOS PLANES ESTRATÉGICOS DE INNOVACIÓN Y SOSTENIBILIDAD Y SESAR 3,2021-11-06,2023-11-06,,,ENCARGO A M.P.,1.0,A078085719,ISDEFE SA SME MP,0.0,730.0,2884.0534931506845,1.0
2021-10-29,DRH-184/2021,VARIOS AEROPUERTOS,SUMINISTRO DE EQUIPOS DE PROTECCIÓN RESPIRATORIA (MASCARILLAS) 2021/2022,2021-11-29,2022-11-29,696960.0,696960.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,,B057433112,FARMADOSIS SL,,365.0,1909.4794520547946,1.0
2021-10-29,AGP-142/2021,APTO.MÁLAGA COSTA SOL,SEÑALIZACIÓN ACCESOS RENT A CAR AL ÁREA TERMINAL Y ADECUACIÓN APARCAMIENTO ZONA DE ESPARCIMIENTO DEL AEROPUERTO DE MÁLAGA-COSTA DEL SOL,2021-11-26,2022-10-26,375545.69,315583.62,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A080241789,"SERVEO SERVICIOS, SAU",0.0,334.0,944.8611377245509,0.8403334891155321
2021-10-29,IBZ-57/2021,APTO.IBIZA,ADECUACIÓN BARRAS DE NO INTRUSIÓN E Y F EN EL AEROPUERTO DE IBIZA,2021-11-25,2022-12-31,217800.0,190762.13,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,A090050980,INSAE INFRAESTRUCTURAS SA,0.0,401.0,475.7160349127182,0.8758591827364555
2021-10-28,MAH-112/2021,APTO.MENORCA,ADECUACIÓN DE URBANIZACIÓN A CONSECUENCIA DEL CAMBIO EN LOS DIQUES DE LLEGADAS,2021-11-15,2022-07-15,726000.0,651875.4,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,B096266507,DISEÑO Y OBJETIVOS DE CON,,242.0,2693.7000000000003,0.8979
2021-10-28,MAH-111/2021,APTO.MENORCA,ADECUACIÓN DIQUE SUR DE LLEGADAS PARA IMPLANTACIÓN DE EES EN EL AEROPUERTO DE MENORCA,2021-11-15,2022-07-15,726000.0,645559.2,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,B096266507,DISEÑO Y OBJETIVOS DE CON,,242.0,2667.6,0.8892
2021-10-28,MAH-113/2021,APTO.MENORCA,ADECUACIÓN SISTEMAS DE CONTROL EN DIQUES DE LLEGADAS PARA EES,2021-11-15,2022-07-15,726000.0,645559.2,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,B096266507,DISEÑO Y OBJETIVOS DE CON,,242.0,2667.6,0.8892
